MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS,BOROUGH_ID
2006 / 05,Brooklyn,18,6443.7,813.7,535.0,,,,,3
2004 / 03,Brooklyn,18,6093.0,767.4,,,,,,3
1999 / 09,Brooklyn,18,5633.0,1058.0,699.1,,,,,3
2013 / 09,Brooklyn,18,5283.0,560.5,450.4,,,,,3
2001 / 03,Brooklyn,18,4900.9,934.9,679.6,,,,,3
2001 / 11,Brooklyn,18,5261.0,946.4,721.7,,,609.1,,3
1991 / 07,Brooklyn,18,4335.2,,,,,,,3
2012 / 01,Brooklyn,18,4654.3,602.6,478.2,,,,10.8,3
2003 / 01,Brooklyn,18,5676.6,701.9,,,,,,3
2005 / 05,Brooklyn,18,6149.3,809.3,571.5,,,,,3
2012 / 04,Brooklyn,18,5122.7,581.3,425.2,,,,,3
2011 / 06,Brooklyn,18,6159.5,657.1,501.2,,,,,3
2014 / 02,Brooklyn,18,3870.1,475.9,405.6,,,,,3
2004 / 01,Brooklyn,18,5141.4,660.6,,,,,12.6,3
1996 / 06,Brooklyn,18,6270.5,677.7,410.3,,,,,3
2005 / 09,Brooklyn,18,5936.7,821.9,565.7,,,,,3
2001 / 10,Brooklyn,18,5730.2,876.5,732.5,,,,,3
1992 / 08,Brooklyn,18,6754.7,,,,,,,3
1991 / 10,Brooklyn,18,2135.8,,,,,,,3
1997 / 05,Brooklyn,18,6562.3,685.1,395.2,,,,,3
2005 / 12,Brooklyn,18,5603.8,993.6,580.8,,,,,3
2015 / 06,Brooklyn,18,6087.5,633.8,529.8,,,,,3
2017 / 07,Brooklyn,18,6043.7,584.7,622.1,,,,,3
2015 / 12,Brooklyn,18,5562.8,780.2,586.6,,,,,3
2018 / 07,Brooklyn,18,6092.0,560.2,603.3,,,,,3
2019 / 01,Brooklyn,18,4937.8,596.6,612.6,,,,16.8,3
2020 / 04,Brooklyn,18,5367.7,549.5,690.3,,,,,3
2021 / 01,Brooklyn,18,5213.7,612.6,677.7,,,,12.0,3
2019 / 09,Brooklyn,18,5561.0,510.8,593.4,,,,,3
2021 / 04,Brooklyn,18,5397.3,540.3,632.1,,,,,3
2021 / 09,Brooklyn,18,6335.7,564.2,692.2,,,,,3
2021 / 05,Brooklyn,18,6067.6,550.4,660.9,,,,,3
2021 / 03,Brooklyn,18,5901.4,585.5,666.2,,,,,3
2005 / 12,Queens,13,5706.5,949.1,623.7,,,501.4,,4
2015 / 05,Queens,13,5932.2,512.2,630.6,,,,,4
2014 / 10,Queens,13,5378.8,537.8,570.9,,,,,4
2013 / 03,Queens,13,4350.1,501.9,532.4,,,,,4
2004 / 10,Queens,13,6395.2,868.4,590.1,,,,,4
2004 / 08,Queens,13,7472.6,880.8,724.0,,,,,4
2013 / 02,Queens,13,3729.8,434.8,472.2,,,,,4
1994 / 07,Queens,13,7442.6,538.1,491.9,,,,,4
2002 / 06,Queens,13,6735.8,855.3,936.4,,,,,4
2012 / 03,Queens,13,4675.8,530.6,528.8,,,,,4
2011 / 11,Queens,13,5753.7,546.9,507.9,,,,,4
1992 / 11,Queens,13,6843.9,,,,,,,4
2010 / 05,Queens,13,6044.4,565.2,565.1,,,,,4
2009 / 03,Queens,13,4623.9,542.5,529.8,,,,,4
2010 / 08,Queens,13,5805.5,593.2,573.1,,,,,4
2008 / 07,Queens,13,6481.1,703.2,672.0,,,,,4
2003 / 02,Queens,13,4430.0,473.3,,,,,,4
2008 / 11,Queens,13,5416.6,584.6,496.8,,,,,4
1992 / 01,Queens,13,5028.5,,,,,,,4
1991 / 03,Queens,13,4961.9,,,,,,,4
2012 / 09,Queens,13,5382.5,535.8,546.0,,,,,4
2001 / 02,Queens,13,4095.8,772.6,584.0,,,,,4
1999 / 01,Queens,13,4643.1,830.3,650.8,,,,47.3,4
2011 / 04,Queens,13,5355.0,571.3,554.3,,,,,4
2008 / 09,Queens,13,5760.8,668.9,593.7,,,,,4
1994 / 02,Queens,13,4059.6,259.5,211.1,,,,,4
2007 / 11,Queens,13,5565.2,757.6,564.7,,,84.1,,4
1996 / 12,Queens,13,6126.0,644.3,432.0,,,,,4
1998 / 07,Queens,13,6561.5,767.4,761.6,,,,,4
1995 / 07,Queens,13,7374.9,495.8,491.7,,,,,4
1995 / 06,Queens,13,8141.9,573.4,486.8,,,,,4
2007 / 08,Queens,13,6578.4,792.2,672.6,,,,,4
1995 / 09,Queens,13,6500.8,594.8,453.0,,,,,4
2009 / 09,Queens,13,5813.8,613.7,593.4,,,,,4
1997 / 04,Queens,13,6774.3,546.0,407.0,,,,,4
2006 / 01,Queens,13,5331.2,783.8,603.8,,,,35.0,4
1997 / 05,Queens,13,8085.9,604.2,471.0,,,,,4
2001 / 08,Queens,13,6630.3,890.5,914.8,,,,,4
1992 / 07,Queens,13,7413.0,,,,,,,4
1991 / 08,Queens,13,6837.5,,,,,,,4
1991 / 09,Queens,13,6070.9,,,,,,,4
2009 / 04,Queens,13,5552.9,631.2,600.6,,,,,4
2014 / 12,Queens,13,5580.3,651.5,661.5,,,,,4
2016 / 05,Queens,13,5795.1,520.5,691.9,,,,,4
2017 / 01,Queens,13,4388.6,540.8,701.1,,,,35.0,4
2017 / 06,Queens,13,6268.2,556.5,850.4,,,,,4
2016 / 09,Queens,13,5420.4,543.3,739.7,,,,,4
2015 / 10,Queens,13,5106.6,543.4,639.0,,,,,4
2015 / 08,Queens,13,5652.8,512.4,654.6,,,,,4
2020 / 10,Queens,13,6140.8,550.9,950.2,,,,,4
2019 / 01,Queens,13,4384.7,478.7,786.8,205.4,,,42.9,4
2018 / 02,Queens,13,3996.6,428.9,611.2,,,,,4
2020 / 06,Queens,13,7129.4,530.1,1228.2,,,,,4
2021 / 02,Queens,13,3787.1,352.0,693.3,,,,,4
2021 / 09,Queens,13,6284.9,481.0,910.0,,,,,4
1996 / 03,Bronx,09,4495.6,155.2,194.1,,,,,2
2012 / 04,Bronx,09,4097.1,165.2,210.4,,,,,2
1997 / 09,Bronx,09,4568.7,152.6,240.3,,,,,2
2014 / 05,Bronx,09,4132.3,214.7,269.1,,,,,2
2003 / 12,Bronx,09,4980.5,176.9,,,,,,2
1992 / 04,Bronx,09,5243.1,,,,,,,2
2007 / 08,Bronx,09,4817.9,217.9,241.8,,,,,2
2007 / 02,Bronx,09,3709.2,158.6,172.7,,,,,2
2014 / 01,Bronx,09,3543.7,190.3,257.4,,,,14.1,2
1998 / 01,Bronx,09,4418.9,208.5,284.7,,,,27.4,2
1991 / 04,Bronx,09,5445.6,,,,,,,2
2007 / 01,Bronx,09,4555.1,195.8,209.8,,,,19.6,2
2010 / 02,Bronx,09,3507.8,156.7,192.1,,,,,2
2000 / 10,Bronx,09,4357.6,210.4,338.0,,,,,2
2012 / 05,Bronx,09,4455.2,187.2,229.4,,,,,2
2011 / 10,Bronx,09,4499.3,185.2,222.6,,,,,2
1995 / 10,Bronx,09,5162.5,183.7,208.5,,,,,2
2003 / 07,Bronx,09,5345.1,172.6,,,,,,2
2007 / 09,Bronx,09,4361.1,192.9,215.4,,,,,2
2012 / 03,Bronx,09,4279.3,185.4,230.4,,,,,2
2014 / 11,Bronx,09,3630.0,168.9,225.3,,,,,2
2006 / 07,Bronx,09,4994.7,220.2,254.9,,,,,2
2002 / 01,Bronx,09,4421.4,216.3,337.6,,,,19.3,2
2001 / 05,Bronx,09,4702.9,227.6,384.9,,,,,2
2007 / 07,Bronx,09,4897.1,215.6,231.3,,,,,2
2002 / 02,Bronx,09,3835.8,178.1,285.3,,,,,2
2006 / 04,Bronx,09,4394.5,201.6,223.3,,,,,2
2014 / 04,Bronx,09,3862.2,181.9,246.0,,,,,2
1991 / 10,Bronx,09,5454.1,,,,,,,2
2017 / 05,Bronx,09,4305.5,209.6,322.7,,,,,2
2017 / 11,Bronx,09,3991.1,209.0,319.9,,,5.0,,2
2019 / 11,Bronx,09,3557.8,195.0,309.1,,,2.1,,2
2020 / 03,Bronx,09,3569.3,216.1,337.3,,,,,2
2019 / 05,Bronx,09,4127.0,227.5,358.1,,,,,2
2021 / 09,Bronx,09,4180.5,286.3,423.2,,,,,2
2021 / 03,Bronx,09,4039.9,268.5,413.4,,,,,2
2014 / 10,Staten Island,01,5139.6,647.4,564.3,65.4,,,,5
1993 / 08,Staten Island,01,4858.1,,,,,,,5
1997 / 12,Staten Island,01,5240.7,,426.6,,,339.7,,5
2013 / 02,Staten Island,01,3918.2,586.1,433.6,,,,,5
2003 / 12,Staten Island,01,6446.8,,,,,,,5
1999 / 06,Staten Island,01,6207.2,6.1,654.7,,,,,5
1997 / 07,Staten Island,01,5733.3,,481.4,,,,,5
2013 / 08,Staten Island,01,5411.0,632.1,568.1,24.0,,,,5
1995 / 08,Staten Island,01,5398.7,538.8,347.5,,,,,5
2008 / 03,Staten Island,01,5082.6,811.5,575.6,,,,,5
2007 / 12,Staten Island,01,5831.5,978.3,532.8,,,,,5
1992 / 02,Staten Island,01,3845.7,,,,,,,5
1990 / 09,Staten Island,01,4387.8,,,,,,,5
1990 / 07,Staten Island,01,5203.7,,,,,,,5
2001 / 02,Staten Island,01,4071.7,,497.6,,,,,5
1999 / 02,Staten Island,01,3973.6,6.8,449.1,,,,,5
2007 / 09,Staten Island,01,5434.3,802.1,538.1,,,,,5
1990 / 11,Staten Island,01,3989.6,,,,,,,5
2007 / 05,Staten Island,01,7025.3,897.8,621.6,,,,,5
1996 / 03,Staten Island,01,4645.2,753.4,444.8,,,,,5
2014 / 02,Staten Island,01,3546.2,501.4,465.3,20.4,,,,5
1996 / 12,Staten Island,01,5032.1,800.1,390.9,,,156.6,,5
2009 / 12,Staten Island,01,5176.4,881.6,597.7,,,,,5
1993 / 05,Staten Island,01,5722.0,,4.1,,,,,5
2004 / 07,Staten Island,01,6870.8,978.5,637.0,,,,,5
2004 / 02,Staten Island,01,4878.0,,,,,,,5
2006 / 07,Staten Island,01,6739.6,877.1,645.9,,,,,5
2000 / 05,Staten Island,01,6649.0,,644.9,,,,,5
1999 / 04,Staten Island,01,5578.7,27.0,604.8,,,,,5
2016 / 03,Staten Island,01,4839.8,619.8,625.1,91.4,,,,5
2016 / 08,Staten Island,01,5453.8,618.4,681.2,132.6,,,,5
2016 / 10,Staten Island,01,4942.4,616.5,629.6,104.7,,,,5
2018 / 06,Staten Island,01,5587.2,689.4,721.8,268.8,,,,5
2017 / 09,Staten Island,01,4990.6,602.2,635.1,152.5,,,,5
2020 / 06,Staten Island,01,6633.5,709.1,1124.1,,,,,5
2020 / 08,Staten Island,01,6392.4,595.3,908.6,,,,,5
2021 / 01,Staten Island,01,5112.4,689.8,747.6,,,,25.1,5
2019 / 10,Staten Island,01,5142.1,593.9,670.8,187.6,,12.3,,5
2021 / 09,Staten Island,01,6344.5,639.6,772.6,,,,,5
2021 / 07,Staten Island,01,6406.8,684.7,814.2,,,,,5
2021 / 12,Staten Island,01,5501.3,757.1,786.1,,,215.4,,5
1999 / 03,Staten Island,03,5375.0,,531.5,,,,,5
1994 / 05,Staten Island,03,6366.9,822.0,382.3,,,,,5
1997 / 11,Staten Island,03,5072.5,,479.8,,,883.5,,5
1992 / 11,Staten Island,03,4830.8,,,,,,,5
1990 / 08,Staten Island,03,5649.6,,,,,,,5
1994 / 06,Staten Island,03,6577.5,832.4,399.9,,,,,5
1993 / 12,Staten Island,03,4944.7,869.9,358.0,,,236.8,,5
1995 / 03,Staten Island,03,5142.0,786.7,369.0,,,,,5
1992 / 12,Staten Island,03,5656.5,,,,,,,5
1997 / 02,Staten Island,03,3955.4,797.8,407.6,,,,,5
1991 / 08,Staten Island,03,5210.0,,,,,,,5
1991 / 06,Staten Island,03,5342.4,,,,,,,5
1992 / 06,Staten Island,03,6538.5,,,,,,,5
1993 / 01,Bronx,10,1936.0,,,,,,,2
1995 / 11,Bronx,10,2644.4,354.3,213.6,,,,,2
2003 / 07,Bronx,10,3212.3,385.9,,,,,,2
1996 / 11,Bronx,10,2596.2,436.6,265.9,,,,,2
2011 / 08,Bronx,10,2956.4,359.0,273.9,,,,,2
2011 / 01,Bronx,10,2504.0,341.2,265.7,,,,,2
2011 / 05,Bronx,10,2992.5,333.9,255.3,,,,,2
2006 / 07,Bronx,10,2951.4,420.1,289.7,,,,,2
2008 / 03,Bronx,10,2499.1,400.6,260.6,,,,,2
1992 / 01,Bronx,10,3013.7,,,,,,,2
1997 / 06,Bronx,10,2666.0,392.5,305.8,,,,,2
2003 / 08,Bronx,10,3014.6,364.5,,,,,,2
1993 / 07,Bronx,10,2307.3,280.4,197.0,,,,,2
2013 / 01,Bronx,10,2481.8,342.6,280.2,,,,16.8,2
2013 / 07,Bronx,10,2772.7,326.8,291.2,,,,,2
2000 / 08,Bronx,10,2582.5,481.6,404.0,,,,,2
2000 / 09,Bronx,10,2436.9,497.7,394.8,,,,,2
2005 / 07,Bronx,10,2949.3,417.5,282.9,,,,,2
1994 / 01,Bronx,10,1978.7,266.7,242.2,,,,35.1,2
2007 / 04,Bronx,10,2701.4,420.5,256.9,,,,,2
2012 / 11,Bronx,10,3446.2,350.4,254.4,,,,,2
2014 / 04,Bronx,10,2619.6,319.8,297.1,31.5,,,,2
1992 / 12,Bronx,10,2209.4,,,,,,,2
2000 / 11,Bronx,10,2214.3,513.6,357.9,,,132.8,,2
1992 / 05,Bronx,10,2588.3,,,,,,,2
1992 / 09,Bronx,10,2254.8,,,,,,,2
2008 / 01,Bronx,10,2755.6,446.1,292.4,,,,16.8,2
1992 / 08,Bronx,10,2289.4,,,,,,,2
2016 / 03,Bronx,10,2463.7,321.1,333.4,31.1,,,,2
2017 / 03,Bronx,10,2272.8,318.8,317.3,23.7,,,,2
2016 / 02,Bronx,10,2119.9,346.5,339.0,20.1,,,,2
2016 / 11,Bronx,10,2656.0,329.0,318.6,59.6,,33.4,,2
2020 / 10,Bronx,10,2959.5,349.8,489.3,,,,,2
2020 / 04,Bronx,10,2542.8,284.4,485.0,78.0,,,,2
2019 / 05,Bronx,10,2761.1,307.3,448.3,136.4,,,,2
1996 / 05,Queens,12,9051.2,445.5,459.1,,,,,4
1996 / 01,Queens,12,6396.1,233.8,319.5,,,,2.0,4
2006 / 08,Queens,12,7798.6,608.6,658.2,,,,,4
2012 / 03,Queens,12,6000.4,463.2,546.8,,,,,4
2003 / 07,Queens,12,9757.0,525.1,,,,,,4
2007 / 01,Queens,12,6242.6,578.2,550.3,,,,13.5,4
1997 / 09,Queens,12,7604.3,379.7,435.5,,,,,4
2011 / 07,Queens,12,7126.1,475.4,604.8,,,,,4
1993 / 10,Queens,12,7003.9,441.4,460.6,,,,,4
1998 / 11,Queens,12,6666.7,526.1,560.9,,,,,4
1998 / 09,Queens,12,7258.4,499.4,632.4,,,,,4
2000 / 03,Queens,12,6126.5,606.7,754.5,,,,,4
1996 / 03,Queens,12,6686.0,390.0,442.3,,,,,4
2014 / 06,Queens,12,7259.4,513.2,655.3,,,,,4
1997 / 06,Queens,12,8274.0,393.8,458.1,,,,,4
1999 / 02,Queens,12,5145.0,448.9,520.1,,,,,4
2008 / 07,Queens,12,7774.6,566.0,654.4,,,,,4
2005 / 02,Queens,12,5369.9,613.8,519.0,,,,,4
2007 / 10,Queens,12,7134.8,577.2,550.8,,,,,4
1991 / 04,Queens,12,7215.0,,,,,,,4
2007 / 09,Queens,12,6748.1,541.9,559.3,,,,,4
2009 / 12,Queens,12,6252.8,579.4,582.7,,,,,4
2007 / 05,Queens,12,8222.7,605.5,593.2,,,,,4
2011 / 05,Queens,12,7506.7,482.2,524.6,,,,,4
2005 / 01,Queens,12,5799.9,550.6,501.8,,,,16.2,4
2003 / 06,Queens,12,9500.0,545.5,,,,,,4
2008 / 01,Queens,12,6156.7,581.1,577.7,,,,21.6,4
2004 / 12,Queens,12,7001.1,750.8,603.3,,,,,4
2001 / 04,Queens,12,7034.5,619.5,811.7,,,,,4
2006 / 06,Queens,12,8305.9,670.4,676.7,,,,,4
2009 / 04,Queens,12,6716.2,507.6,575.6,,,,,4
2001 / 08,Queens,12,7891.4,647.0,955.2,,,,,4
2001 / 06,Queens,12,8084.2,692.1,970.2,,,,,4
2015 / 11,Queens,12,6602.5,438.4,597.0,,,,,4
1998 / 10,Queens,12,6913.3,616.9,641.1,,,,,4
1991 / 10,Queens,12,7189.2,,,,,,,4
2000 / 06,Queens,12,8074.3,710.4,912.9,,,,,4
2009 / 08,Queens,12,7401.0,519.5,645.2,,,,,4
1997 / 03,Queens,12,6158.7,367.8,401.4,,,,,4
2014 / 08,Queens,12,6923.3,478.9,617.0,,,,,4
2017 / 01,Queens,12,5925.6,513.0,743.3,,,,21.6,4
2016 / 06,Queens,12,7638.2,522.2,853.9,,,,,4
2017 / 06,Queens,12,7762.3,531.8,886.6,,,,,4
2017 / 08,Queens,12,7367.9,471.1,879.0,,,,,4
2018 / 09,Queens,12,6826.5,471.6,817.6,,,,,4
2015 / 09,Queens,12,6854.2,481.7,694.6,,,,,4
2020 / 06,Queens,12,8585.7,604.0,1246.4,,,,,4
2019 / 01,Queens,12,6025.1,474.0,831.2,,,,13.5,4
2018 / 11,Queens,12,6510.9,463.4,831.2,,,369.0,,4
2018 / 10,Queens,12,7102.1,468.2,818.5,,,,,4
2018 / 03,Queens,12,5821.7,485.2,738.8,,,,,4
2019 / 05,Queens,12,7717.8,473.8,875.6,,,,,4
2021 / 10,Queens,12,7345.5,486.4,842.2,,,,,4
2021 / 08,Queens,12,8054.7,526.8,911.3,,,,,4
2004 / 06,Queens,01,5264.2,769.6,527.8,,,,,4
1996 / 02,Queens,01,4759.4,420.6,314.4,,,,,4
2011 / 09,Queens,01,4303.9,584.4,437.3,,,,,4
2015 / 05,Queens,01,4122.0,512.4,494.6,,,,,4
2004 / 04,Queens,01,4877.0,777.4,447.8,,,,,4
2011 / 01,Queens,01,3976.9,615.1,481.4,,,,,4
1993 / 07,Queens,01,6080.3,,,,,,,4
2010 / 09,Queens,01,4162.4,584.6,438.9,,,,,4
2010 / 01,Queens,01,3938.2,583.3,472.0,,,,19.5,4
1999 / 11,Queens,01,4738.5,809.0,572.0,,,134.3,,4
1994 / 09,Queens,01,5247.0,457.1,306.9,,,,,4
1998 / 10,Queens,01,4927.8,894.3,570.4,,,,,4
2002 / 10,Queens,01,5795.9,689.0,,,,,,4
2009 / 03,Queens,01,4149.4,551.7,452.4,,,,,4
2011 / 11,Queens,01,4333.6,577.4,439.9,,,,,4
1995 / 04,Queens,01,5017.2,424.7,299.4,,,,,4
2006 / 09,Queens,01,4797.5,728.9,475.8,,,,,4
2001 / 06,Queens,01,5098.9,845.8,643.3,,,,,4
2010 / 05,Queens,01,4118.7,601.2,413.4,,,,,4
1993 / 12,Queens,01,5054.3,559.4,330.2,,,,,4
1996 / 05,Queens,01,5754.2,464.1,318.9,,,,,4
1996 / 07,Queens,01,5571.3,407.4,300.8,,,,,4
2014 / 01,Queens,01,3869.4,611.8,542.6,,,,35.1,4
2013 / 11,Queens,01,4019.5,532.2,432.1,,,,,4
1994 / 01,Queens,01,4789.8,426.1,324.8,,,,29.7,4
2004 / 08,Queens,01,4943.8,801.2,498.1,,,,,4
2003 / 04,Queens,01,5452.7,609.1,,,,,,4
2006 / 07,Queens,01,5057.7,690.2,511.8,,,,,4
2001 / 05,Queens,01,5121.1,766.3,624.3,,,,,4
1994 / 10,Queens,01,5255.7,472.9,298.0,,,,,4
2000 / 04,Queens,01,4464.8,781.3,534.9,,,,,4
1992 / 07,Queens,01,6096.4,,,,,,,4
2016 / 05,Queens,01,3965.7,537.5,540.7,,,,,4
2016 / 10,Queens,01,3967.5,581.9,566.8,,,,,4
1991 / 01,Queens,01,27.8,,,,,,,4
2017 / 10,Queens,01,3915.7,563.1,573.5,,,,,4
2020 / 05,Queens,01,4382.4,609.6,766.9,,,,,4
2019 / 07,Queens,01,4208.0,638.0,666.1,,,,,4
2019 / 08,Queens,01,3941.7,578.4,614.5,,,,,4
2021 / 09,Queens,01,4581.2,682.8,640.6,,,,,4
2010 / 07,Brooklyn,15,4295.6,602.4,390.7,,,,,3
2013 / 12,Brooklyn,15,4397.9,695.2,399.3,,,,,3
2015 / 06,Brooklyn,15,4796.3,652.7,437.3,,,,,3
2015 / 02,Brooklyn,15,3598.3,596.7,425.3,,,,,3
2004 / 01,Brooklyn,15,4428.0,653.3,,,,,4.2,3
2011 / 10,Brooklyn,15,4615.9,652.0,392.7,,,,,3
2003 / 12,Brooklyn,15,5146.0,869.4,,,,,,3
1999 / 11,Brooklyn,15,4304.1,858.0,473.4,,,490.4,,3
1994 / 08,Brooklyn,15,5316.4,632.6,302.9,,,,,3
1994 / 09,Brooklyn,15,5078.3,627.3,315.4,,,,,3
1992 / 06,Brooklyn,15,6801.9,,,,,,,3
2004 / 12,Brooklyn,15,4579.4,962.5,454.3,,,143.8,,3
2003 / 06,Brooklyn,15,5524.6,836.1,,,,,,3
1994 / 12,Brooklyn,15,4912.3,673.4,308.9,,,,,3
1995 / 01,Brooklyn,15,4484.7,536.1,301.2,,,,21.0,3
2008 / 04,Brooklyn,15,4690.8,765.2,431.1,,,,,3
1992 / 04,Brooklyn,15,6667.2,,,,,,,3
2011 / 06,Brooklyn,15,4799.8,669.8,405.1,,,,,3
1999 / 08,Brooklyn,15,4331.7,875.3,536.7,,,,,3
2012 / 12,Brooklyn,15,4923.4,696.4,350.4,,,,,3
2013 / 09,Brooklyn,15,4657.7,588.9,374.7,,,,,3
1997 / 07,Brooklyn,15,5015.4,570.7,304.3,,,,,3
2010 / 04,Brooklyn,15,4529.2,648.5,406.8,,,,,3
2012 / 03,Brooklyn,15,4352.3,638.5,378.4,,,,,3
1994 / 02,Brooklyn,15,4815.3,463.3,246.6,,,,,3
1991 / 12,Brooklyn,15,6295.3,,,,,,,3
1995 / 02,Brooklyn,15,3943.0,473.7,263.9,,,,,3
1994 / 11,Brooklyn,15,5210.0,643.6,273.8,,,,,3
2006 / 12,Brooklyn,15,4329.8,822.6,387.2,,,,,3
2001 / 05,Brooklyn,15,5032.0,854.7,597.7,,,,,3
1997 / 04,Brooklyn,15,5230.7,587.4,313.4,,,,,3
2000 / 11,Brooklyn,15,4411.7,983.2,539.1,,,181.2,,3
2001 / 10,Brooklyn,15,4885.5,909.6,617.0,,,,,3
2000 / 04,Brooklyn,15,4437.5,892.3,560.3,,,,,3
2001 / 08,Brooklyn,15,4624.9,639.5,593.0,,,,,3
2016 / 02,Brooklyn,15,3937.0,639.1,468.6,,,,,3
2016 / 11,Brooklyn,15,4613.2,591.1,437.9,,,28.9,,3
2015 / 10,Brooklyn,15,4690.8,619.2,451.0,,,,,3
2016 / 01,Brooklyn,15,3941.3,457.2,358.6,,,,42.0,3
2018 / 05,Brooklyn,15,4866.1,600.0,491.8,105.6,,,,3
2020 / 10,Brooklyn,15,5126.4,626.8,578.7,,,,,3
2019 / 10,Brooklyn,15,4909.5,590.1,515.5,85.1,,,,3
2020 / 04,Brooklyn,15,4468.6,543.4,589.2,44.8,,,,3
2020 / 01,Brooklyn,15,4310.6,606.8,519.6,56.5,,,7.5,3
2020 / 09,Brooklyn,15,5053.9,587.0,554.5,,,,,3
2019 / 07,Brooklyn,15,4488.3,549.9,505.3,91.1,,,,3
2021 / 11,Brooklyn,15,4704.7,497.2,450.6,,,,,3
2021 / 12,Brooklyn,15,4787.6,646.4,550.4,,4.9,17.0,,3
2005 / 08,Queens,09,4825.4,579.8,435.3,,,,,4
2006 / 12,Queens,09,3984.3,569.3,344.6,,,120.3,,4
2003 / 09,Queens,09,5012.6,578.8,,,,,,4
2004 / 04,Queens,09,4443.4,599.0,418.6,,,,,4
2014 / 11,Queens,09,3785.7,402.3,362.1,,,,,4
1994 / 04,Queens,09,4229.5,413.7,286.0,,,,,4
2013 / 01,Queens,09,3751.3,448.7,404.1,,,,22.5,4
1998 / 09,Queens,09,4042.1,530.3,478.1,,,,,4
1994 / 09,Queens,09,4082.4,391.3,276.5,,,,,4
1994 / 07,Queens,09,4175.3,393.6,308.8,,,,,4
1992 / 05,Queens,09,4554.6,,,,,,,4
1999 / 06,Queens,09,4418.6,540.4,571.7,,,,,4
2009 / 03,Queens,09,3617.4,420.4,365.4,,,,,4
2003 / 04,Queens,09,4794.4,488.5,,,,,,4
1995 / 08,Queens,09,4287.1,291.0,326.6,,,,,4
1996 / 10,Queens,09,4508.9,454.4,353.1,,,,,4
1992 / 03,Queens,09,3945.3,,,,,,,4
1997 / 06,Queens,09,4403.2,388.7,303.7,,,,,4
2007 / 01,Queens,09,3899.2,558.4,394.2,,,,22.5,4
1997 / 11,Queens,09,4104.2,544.6,346.9,,,,,4
2014 / 01,Queens,09,3491.9,436.4,436.9,,,,27.0,4
2010 / 08,Queens,09,4221.6,457.7,368.9,,,,,4
1996 / 08,Queens,09,4568.9,366.1,320.1,,,,,4
2011 / 09,Queens,09,4304.9,448.4,367.9,,,,,4
1994 / 03,Queens,09,3810.2,531.3,348.1,,,,,4
1991 / 05,Queens,09,4708.6,,,,,,,4
1996 / 12,Queens,09,4038.3,453.9,297.1,,,,,4
2000 / 08,Queens,09,4212.5,621.2,701.6,,,,,4
2004 / 11,Queens,09,4387.7,585.6,375.2,,,444.8,,4
2011 / 05,Queens,09,4479.9,442.5,347.6,,,,,4
2013 / 11,Queens,09,3910.0,395.7,354.1,,,,,4
1998 / 10,Queens,09,3922.3,645.6,469.2,,,,,4
1995 / 07,Queens,09,4340.6,307.4,317.2,,,,,4
1995 / 06,Queens,09,4572.8,357.3,317.2,,,,,4
2006 / 06,Queens,09,4866.9,602.2,423.3,,,,,4
1991 / 09,Queens,09,4160.0,,,,,,,4
2002 / 12,Queens,09,4505.2,597.0,,,,,,4
2000 / 06,Queens,09,4209.4,637.8,689.2,,,,,4
1992 / 07,Queens,09,4681.9,,,,,,,4
2012 / 04,Queens,09,3837.6,395.7,340.9,,,,,4
2016 / 03,Queens,09,3890.2,439.5,477.2,,36.0,,,4
2017 / 09,Queens,09,4140.3,405.4,503.4,,25.0,,,4
2018 / 09,Queens,09,3875.2,435.7,518.0,195.5,28.9,,,4
2017 / 11,Queens,09,3817.3,444.5,486.0,348.9,33.5,,,4
2018 / 10,Queens,09,4116.9,450.8,526.5,212.9,42.8,,,4
2020 / 04,Queens,09,3676.6,391.8,621.0,153.9,,,,4
2018 / 02,Queens,09,3147.3,390.6,436.7,150.7,22.6,,,4
2019 / 07,Queens,09,4271.1,486.2,583.9,193.2,,,,4
2021 / 03,Queens,09,4345.3,450.3,638.9,,,,,4
2006 / 08,Brooklyn,05,5054.8,297.0,417.5,,,,,3
1996 / 02,Brooklyn,05,4124.5,146.2,223.5,,,,,3
2014 / 10,Brooklyn,05,4362.5,242.7,287.8,,,,,3
2008 / 05,Brooklyn,05,4650.0,268.4,323.1,,,,,3
2015 / 05,Brooklyn,05,4427.4,209.2,282.7,,,,,3
2002 / 04,Brooklyn,05,4866.6,287.8,541.2,,,,,3
2007 / 09,Brooklyn,05,4315.7,262.2,329.6,,,,,3
2012 / 10,Brooklyn,05,4128.7,212.1,237.7,,,,,3
1997 / 12,Brooklyn,05,4727.7,233.7,333.1,,,,,3
2010 / 02,Brooklyn,05,3240.4,203.8,247.4,,,,,3
1993 / 10,Brooklyn,05,4424.4,180.3,269.8,,,,,3
1999 / 11,Brooklyn,05,4303.9,285.3,444.5,,,78.6,,3
1992 / 04,Brooklyn,05,5161.3,,,,,,,3
1992 / 05,Brooklyn,05,5496.4,,,,,,,3
1993 / 06,Brooklyn,05,4922.2,139.2,196.2,,,,,3
2011 / 04,Brooklyn,05,4428.4,251.0,279.5,,,,,3
2003 / 04,Brooklyn,05,5367.6,238.9,,,,,,3
