MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS,BOROUGH_ID
1993 / 11,Manhattan,01,625.2,119.4,34.4,,,,,1
1992 / 03,Manhattan,01,726.0,,,,,,,1
1995 / 08,Manhattan,01,627.5,82.4,35.6,,,,,1
1991 / 08,Manhattan,01,695.1,,,,,,,1
1995 / 09,Manhattan,01,633.1,117.2,45.8,,,,,1
1996 / 04,Brooklyn,07,3478.8,279.2,301.6,,,,,3
2007 / 08,Brooklyn,07,3648.4,515.4,400.7,,,,,3
2012 / 01,Brooklyn,07,3156.7,436.6,343.4,,,,20.1,3
2003 / 11,Brooklyn,07,3729.5,,,,,,,3
2004 / 08,Brooklyn,07,3695.6,496.6,443.7,,,,,3
2005 / 02,Brooklyn,07,2913.9,520.6,382.9,,,,,3
2002 / 01,Brooklyn,07,3191.7,10.5,568.8,,,,23.1,3
1993 / 08,Brooklyn,07,3087.7,273.0,269.4,,,,,3
2007 / 01,Brooklyn,07,3339.9,582.2,391.8,,,,22.1,3
2013 / 10,Brooklyn,07,3341.4,414.6,319.1,38.2,,,,3
2013 / 11,Brooklyn,07,3179.2,398.7,318.3,57.5,,,,3
2002 / 09,Brooklyn,07,3826.1,,,,,,,3
2008 / 04,Brooklyn,07,3351.0,510.2,349.0,,,,,3
2003 / 05,Brooklyn,07,4112.4,,,,,,,3
2003 / 03,Brooklyn,07,3696.1,40.2,,,,,,3
2008 / 11,Brooklyn,07,3106.8,437.4,308.7,,,,,3
2003 / 07,Brooklyn,07,4286.2,4.4,,,,,,3
1992 / 02,Brooklyn,07,3315.2,,,,,,,3
1998 / 02,Brooklyn,07,2836.9,330.9,330.0,,,,,3
1999 / 02,Brooklyn,07,2595.5,350.2,352.2,,,,,3
2001 / 11,Brooklyn,07,3215.8,22.4,524.1,,,42.7,,3
2000 / 09,Brooklyn,07,3212.4,479.1,513.1,,,,,3
2002 / 05,Brooklyn,07,3500.0,9.9,524.0,,,,,3
2012 / 10,Brooklyn,07,3287.2,387.9,285.8,,,,,3
2012 / 04,Brooklyn,07,3129.2,390.2,280.4,,,,,3
2010 / 12,Brooklyn,07,2514.9,367.6,275.5,,,,,3
1997 / 12,Brooklyn,07,3364.4,441.0,380.1,,,,,3
1993 / 11,Brooklyn,07,3178.7,307.1,266.9,,,,,3
2011 / 11,Brooklyn,07,3465.7,407.7,288.1,,,,,3
2007 / 03,Brooklyn,07,3208.5,485.4,365.7,,,,,3
2009 / 11,Brooklyn,07,3211.7,399.6,302.8,,,,,3
2007 / 09,Brooklyn,07,3310.6,490.4,346.9,,,,,3
2006 / 07,Brooklyn,07,3614.5,497.9,425.2,,,,,3
2005 / 08,Brooklyn,07,3787.8,489.4,472.4,,,,,3
1992 / 10,Brooklyn,07,3816.2,,,,,,,3
1997 / 04,Brooklyn,07,3573.2,266.7,286.6,,,,,3
2006 / 01,Brooklyn,07,3365.5,559.1,430.4,,,,11.4,3
2000 / 06,Brooklyn,07,3398.1,598.0,532.6,,,,,3
2008 / 01,Brooklyn,07,3289.8,548.0,404.1,,,,20.5,3
1992 / 07,Brooklyn,07,4134.4,,,,,,,3
2001 / 10,Brooklyn,07,3388.4,12.2,521.1,,,,,3
2004 / 12,Brooklyn,07,3534.7,618.9,440.6,,,21.5,,3
1998 / 09,Brooklyn,07,3279.3,416.9,430.3,,,,,3
1998 / 06,Brooklyn,07,3533.1,404.8,403.7,,,,,3
1997 / 02,Brooklyn,07,2949.6,240.8,264.3,,,,,3
2016 / 11,Brooklyn,07,3356.9,424.4,380.3,120.1,,2.5,,3
2016 / 09,Brooklyn,07,3204.6,418.8,392.7,77.7,,,,3
2018 / 07,Brooklyn,07,3375.8,424.6,395.0,79.0,,,,3
2015 / 10,Brooklyn,07,3334.6,423.9,383.5,84.7,,,,3
2015 / 07,Brooklyn,07,3467.6,424.4,387.5,91.9,,,,3
2020 / 05,Brooklyn,07,3395.3,415.9,440.0,1.3,,,,3
2020 / 08,Brooklyn,07,3722.6,424.6,457.7,,,,,3
2019 / 10,Brooklyn,07,3342.5,418.4,415.4,79.9,118.9,,,3
2021 / 05,Brooklyn,07,3421.6,400.8,389.0,,,,,3
2020 / 03,Brooklyn,07,3052.6,421.9,425.8,57.1,68.5,,,3
2019 / 08,Brooklyn,07,3263.2,399.4,408.1,69.7,,,,3
2021 / 08,Brooklyn,07,3518.3,414.8,385.5,,,,,3
2021 / 11,Brooklyn,07,3403.6,377.7,369.0,,,,,3
2014 / 10,Staten Island,03,5717.0,862.6,610.3,,,,,5
2008 / 06,Staten Island,03,6519.0,1090.2,654.9,,,,,5
2015 / 05,Staten Island,03,6531.7,761.4,659.8,,27.3,,,5
2013 / 05,Staten Island,03,6889.9,825.3,676.6,,,,,5
2010 / 07,Staten Island,03,5926.9,883.3,699.8,,,,,5
2011 / 12,Staten Island,03,5701.7,1185.0,642.7,,,,,5
2013 / 01,Staten Island,03,5241.2,987.3,629.8,,,,64.3,5
2006 / 03,Staten Island,03,5907.1,1191.2,667.0,,,,,5
2006 / 02,Staten Island,03,4605.1,999.9,530.0,,,,,5
2003 / 03,Staten Island,03,6542.9,,,,,,,5
2006 / 01,Staten Island,03,5938.7,1311.2,638.4,,,,87.4,5
2009 / 11,Staten Island,03,6250.8,889.5,535.1,,,,,5
2006 / 05,Staten Island,03,8199.9,1265.9,701.4,,,,,5
2000 / 09,Staten Island,03,5645.7,,737.4,,,,,5
2014 / 03,Staten Island,03,4964.7,740.0,539.5,,,,,5
2007 / 02,Staten Island,03,4250.6,975.9,543.7,,,,,5
2012 / 01,Staten Island,03,5004.3,862.1,615.6,,,,50.0,5
2003 / 12,Staten Island,03,6935.3,,,,,,,5
2013 / 03,Staten Island,03,4888.2,777.7,529.7,,,,,5
2008 / 09,Staten Island,03,6076.1,1089.2,609.7,,,,,5
2005 / 10,Staten Island,03,6801.2,1358.2,661.4,,,,,5
2006 / 07,Staten Island,03,7049.6,1194.5,717.0,,,,,5
2006 / 11,Staten Island,03,6373.5,1424.8,649.3,,,1749.0,,5
2000 / 04,Staten Island,03,5564.0,,699.6,,,,,5
2014 / 08,Staten Island,03,5525.2,739.3,638.3,,,,,5
2016 / 02,Staten Island,03,4428.3,807.4,618.6,,21.9,,,5
2017 / 10,Staten Island,03,5549.6,710.6,643.8,,36.3,18.9,,5
2019 / 02,Staten Island,03,4392.4,638.3,586.1,,19.2,,1.0,5
2020 / 07,Staten Island,03,6772.4,900.7,960.4,,,,,5
2018 / 11,Staten Island,03,5757.3,845.8,713.4,,30.9,489.4,,5
2018 / 03,Staten Island,03,5082.8,788.4,630.9,,29.1,,,5
2017 / 12,Staten Island,03,5442.1,945.7,693.0,,28.0,12.9,,5
2019 / 08,Staten Island,03,5757.2,731.6,756.4,,,,,5
2019 / 04,Staten Island,03,6037.6,716.8,716.2,,21.4,,,5
2022 / 01,Staten Island,03,1025.5,117.8,100.7,,5.1,,,5
2010 / 01,Brooklyn,11,4452.6,763.5,448.0,,,,18.0,3
1996 / 02,Brooklyn,11,4101.9,504.7,342.9,,,,,3
2015 / 01,Brooklyn,11,4372.3,573.3,394.7,,,,16.0,3
2014 / 08,Brooklyn,11,4855.6,618.7,412.4,,,,,3
2007 / 03,Brooklyn,11,4592.0,806.0,454.2,,,,,3
2005 / 07,Brooklyn,11,5265.5,793.7,540.6,,,,,3
1996 / 11,Brooklyn,11,4846.2,572.6,344.4,,,,,3
2002 / 01,Brooklyn,11,4499.2,854.1,684.2,,,,38.9,3
2012 / 04,Brooklyn,11,4467.8,610.8,342.8,,,,,3
1997 / 09,Brooklyn,11,4943.3,656.4,348.9,,,,,3
2011 / 02,Brooklyn,11,4495.4,698.2,415.3,,,,,3
1999 / 06,Brooklyn,11,4941.9,832.8,611.5,,,,,3
1993 / 06,Brooklyn,11,6100.8,503.5,302.7,,,,,3
2008 / 07,Brooklyn,11,5157.4,755.7,463.8,,,,,3
2008 / 02,Brooklyn,11,4252.4,773.5,432.0,,,,,3
1995 / 01,Brooklyn,11,4509.1,522.2,375.5,,,,26.1,3
2007 / 12,Brooklyn,11,4726.2,877.8,422.8,,,,,3
2011 / 08,Brooklyn,11,5328.6,687.2,397.5,,,,,3
2005 / 06,Brooklyn,11,5443.1,869.0,556.5,,,,,3
1996 / 09,Brooklyn,11,4939.6,505.9,302.6,,,,,3
1999 / 01,Brooklyn,11,4248.9,799.6,521.9,,,,40.5,3
1998 / 04,Brooklyn,11,4622.8,745.7,472.1,,,,,3
1997 / 08,Brooklyn,11,4812.9,522.3,338.3,,,,,3
2013 / 12,Brooklyn,11,4768.6,757.0,443.8,,,,,3
1991 / 04,Brooklyn,11,5817.8,,,,,,,3
2003 / 01,Brooklyn,11,5162.0,448.1,,,,,,3
1994 / 01,Brooklyn,11,5972.7,528.6,377.4,,,,30.9,3
2007 / 05,Brooklyn,11,5356.0,815.3,479.7,,,,,3
2012 / 01,Brooklyn,11,4478.1,680.2,431.0,,,,13.4,3
2010 / 04,Brooklyn,11,4838.6,681.3,418.5,,,,,3
2010 / 05,Brooklyn,11,4727.3,652.0,394.2,,,,,3
2007 / 06,Brooklyn,11,5124.8,887.8,521.4,,,,,3
2007 / 11,Brooklyn,11,4881.3,828.2,440.9,,,60.7,,3
2011 / 06,Brooklyn,11,5163.2,704.3,403.5,,,,,3
1999 / 07,Brooklyn,11,4475.8,788.6,641.4,,,,,3
2007 / 08,Brooklyn,11,5100.6,796.1,505.4,,,,,3
2000 / 11,Brooklyn,11,4428.7,911.9,597.8,,,57.0,,3
2001 / 08,Brooklyn,11,4770.9,763.2,662.4,,,,,3
1994 / 12,Brooklyn,11,4783.2,642.9,370.6,,,,,3
1999 / 12,Brooklyn,11,4487.4,989.5,586.7,,,,,3
1999 / 04,Brooklyn,11,4406.0,771.4,550.4,,,,,3
1991 / 05,Brooklyn,11,6242.6,,,,,,,3
2017 / 03,Brooklyn,11,4662.9,574.9,486.5,,85.3,,,3
2017 / 04,Brooklyn,11,4762.8,590.3,503.7,,55.1,,,3
2016 / 12,Brooklyn,11,4928.0,772.4,569.2,,76.5,45.8,,3
2015 / 09,Brooklyn,11,5069.7,639.9,459.6,,,,,3
2018 / 06,Brooklyn,11,5275.4,659.2,540.1,93.0,,,,3
2019 / 08,Brooklyn,11,4960.0,577.0,535.7,57.3,,,,3
2014 / 09,Queens,05,4784.6,630.3,549.1,126.6,,,,4
2008 / 05,Queens,05,5388.1,832.2,571.5,,,,,4
1993 / 06,Queens,05,6287.3,,,,,,,4
2010 / 05,Queens,05,5053.3,718.0,521.1,,,,,4
2015 / 03,Queens,05,4450.1,618.5,594.6,64.3,71.0,,,4
2014 / 08,Queens,05,4718.6,626.6,551.9,128.1,,,,4
2007 / 10,Queens,05,5408.9,878.4,569.8,,,,,4
1994 / 04,Queens,05,5045.7,596.2,387.9,,,,,4
2003 / 12,Queens,05,5613.2,1034.0,,,,,,4
1993 / 05,Queens,05,5994.0,,,,,,,4
2014 / 02,Queens,05,3689.5,545.0,514.9,,,,,4
1999 / 04,Queens,05,4409.1,947.4,701.2,,,,,4
1995 / 08,Queens,05,4923.9,459.6,408.5,,,,,4
2008 / 12,Queens,05,5053.8,926.7,605.0,,,,,4
1997 / 01,Queens,05,4595.3,621.5,405.0,,,,59.6,4
1993 / 07,Queens,05,5798.3,,,,,,,4
1998 / 01,Queens,05,4124.6,1021.2,699.7,,,,66.5,4
2013 / 06,Queens,05,5129.1,719.4,559.6,,,,,4
1993 / 10,Queens,05,4574.6,611.5,353.2,,,,,4
2000 / 09,Queens,05,4536.8,1005.6,796.0,,,,,4
2013 / 05,Queens,05,5421.5,675.3,540.5,,,,,4
2010 / 03,Queens,05,5502.8,784.0,577.5,,,,,4
2011 / 12,Queens,05,4928.2,888.2,583.7,,,,,4
1997 / 11,Queens,05,4596.1,908.9,526.9,,,,,4
2012 / 04,Queens,05,4701.8,603.4,495.3,,,,,4
2012 / 02,Queens,05,4092.4,599.9,458.7,,,,,4
2007 / 08,Queens,05,5633.8,943.0,627.2,,,,,4
2010 / 11,Queens,05,5228.8,722.7,488.2,,,,,4
2006 / 06,Queens,05,5569.8,965.9,643.9,,,,,4
1999 / 08,Queens,05,4421.8,888.0,715.9,,,,,4
2012 / 12,Queens,05,4829.0,771.6,507.1,,,,,4
2009 / 07,Queens,05,5336.9,706.5,616.7,,,,,4
2005 / 09,Queens,05,5189.3,916.8,612.3,,,,,4
2009 / 10,Queens,05,5228.2,754.6,563.3,,,,,4
1996 / 01,Queens,05,4689.5,427.6,290.2,,,,,4
1997 / 05,Queens,05,5388.6,651.7,449.4,,,,,4
1992 / 10,Queens,05,5872.9,,,,,,,4
2000 / 11,Queens,05,4332.4,1157.1,753.3,,,337.8,,4
1997 / 02,Queens,05,4011.0,542.0,342.6,,,,,4
2000 / 06,Queens,05,4833.3,1030.5,815.4,,,,,4
2017 / 08,Queens,05,4827.9,597.6,758.9,185.3,,,,4
2017 / 09,Queens,05,4591.2,585.7,725.9,178.2,55.5,,,4
2015 / 07,Queens,05,4929.9,663.1,664.4,161.2,,,,4
2018 / 11,Queens,05,5040.9,667.6,734.4,279.2,67.9,,,4
2018 / 10,Queens,05,5090.4,635.5,724.5,153.8,80.4,,,4
2020 / 12,Queens,05,5191.7,794.5,918.7,,,,,4
2019 / 07,Queens,05,5035.1,618.6,748.0,181.9,,,,4
2021 / 11,Queens,05,5343.6,568.0,624.1,,,,,4
2009 / 07,Brooklyn,18,6147.9,679.0,590.8,,,,,3
2015 / 03,Brooklyn,18,4971.4,585.7,468.0,,,,,3
2008 / 07,Brooklyn,18,6047.9,712.7,571.3,,,,,3
1999 / 01,Brooklyn,18,4806.0,919.3,633.6,,,,53.0,3
2013 / 12,Brooklyn,18,5375.9,714.3,512.2,,,,,3
2003 / 10,Brooklyn,18,6644.1,818.3,,,,,,3
1993 / 09,Brooklyn,18,5717.8,761.5,403.7,,,,,3
2004 / 08,Brooklyn,18,6811.7,827.1,583.2,,,,,3
2002 / 01,Brooklyn,18,5212.5,906.6,759.0,,,,45.6,3
1996 / 11,Brooklyn,18,5909.3,650.2,341.6,,,,,3
2010 / 07,Brooklyn,18,5682.6,628.5,546.5,,,,,3
2010 / 03,Brooklyn,18,5857.3,704.7,509.1,,,,,3
2012 / 09,Brooklyn,18,5338.5,581.3,461.0,,,,,3
1998 / 11,Brooklyn,18,4965.3,816.9,508.4,,,304.2,,3
1992 / 04,Brooklyn,18,6325.4,,,,,,,3
2004 / 12,Brooklyn,18,5826.2,1029.3,586.4,,,208.0,,3
2010 / 05,Brooklyn,18,5490.3,607.6,472.9,,,,,3
1995 / 02,Brooklyn,18,4249.6,515.4,322.2,,,,,3
2005 / 06,Brooklyn,18,6793.4,882.8,652.9,,,,,3
2003 / 12,Brooklyn,18,6431.3,872.1,,,,,,3
1998 / 04,Brooklyn,18,5622.0,840.6,543.2,,,,,3
1994 / 06,Brooklyn,18,6486.2,781.2,436.1,,,,,3
1999 / 03,Brooklyn,18,5099.1,898.5,589.9,,,,,3
2001 / 06,Brooklyn,18,6131.7,906.2,836.7,,,,,3
1999 / 07,Brooklyn,18,5676.4,841.0,758.7,,,,,3
2011 / 03,Brooklyn,18,5237.2,658.3,461.3,,,,,3
1994 / 04,Brooklyn,18,5781.4,755.4,412.3,,,,,3
2006 / 02,Brooklyn,18,4285.6,660.7,432.9,,,,,3
2009 / 12,Brooklyn,18,5242.4,780.7,519.8,,,,,3
2009 / 11,Brooklyn,18,5433.5,596.1,400.2,,,,,3
2007 / 10,Brooklyn,18,5856.9,804.5,490.3,,,,,3
2010 / 10,Brooklyn,18,5327.2,637.2,460.7,,,,,3
1998 / 06,Brooklyn,18,6053.2,888.5,622.9,,,,,3
2003 / 04,Brooklyn,18,6457.3,764.4,,,,,,3
2009 / 10,Brooklyn,18,5542.0,670.8,492.8,,,,,3
2006 / 01,Brooklyn,18,5208.2,863.6,551.8,,,,29.4,3
1992 / 05,Brooklyn,18,6975.7,,,,,,,3
1992 / 09,Brooklyn,18,6707.3,,,,,,,3
2017 / 08,Brooklyn,18,5907.8,584.1,599.3,,,,,3
2017 / 10,Brooklyn,18,5380.2,550.1,545.5,,,,,3
2020 / 07,Brooklyn,18,6732.9,679.8,857.7,,,,,3
2019 / 06,Brooklyn,18,6038.7,584.1,654.8,,,,,3
2018 / 04,Brooklyn,18,5087.0,528.5,541.3,,,,,3
2019 / 12,Brooklyn,18,5595.3,715.3,662.9,,,91.9,,3
2019 / 07,Brooklyn,18,6280.9,578.2,665.0,,,,,3
2021 / 12,Brooklyn,18,5675.0,687.1,694.1,,,72.7,,3
2006 / 06,Queens,13,7055.8,871.0,720.5,,,,,4
2013 / 07,Queens,13,6292.7,566.5,708.7,,,,,4
2013 / 10,Queens,13,5188.3,505.9,565.3,,,,,4
2012 / 12,Queens,13,5359.8,595.7,536.1,,,,,4
2012 / 07,Queens,13,5836.0,532.7,594.7,,,,,4
1999 / 11,Queens,13,5031.3,792.0,660.2,,,1057.5,,4
2003 / 07,Queens,13,8351.0,695.1,,,,,,4
2011 / 07,Queens,13,5703.1,570.0,599.7,,,,,4
2002 / 09,Queens,13,7057.8,734.2,,,,,,4
1994 / 05,Queens,13,7798.8,610.3,444.8,,,,,4
2000 / 02,Queens,13,4256.3,798.4,670.6,,,,,4
2006 / 08,Queens,13,6702.3,814.3,703.8,,,,,4
2008 / 05,Queens,13,6509.2,709.6,583.4,,,,,4
1995 / 08,Queens,13,7089.0,527.3,493.2,,,,,4
2003 / 04,Queens,13,6979.2,705.3,1.0,,,,,4
1994 / 11,Queens,13,7253.9,555.4,378.4,,,,,4
2013 / 05,Queens,13,6375.6,545.8,612.0,,,,,4
1993 / 11,Queens,13,7242.2,613.0,414.2,,,,,4
2003 / 11,Queens,13,7210.3,700.9,,,,,,4
1992 / 03,Queens,13,4990.0,,,,,,,4
1998 / 02,Queens,13,4332.9,645.1,492.2,,,,,4
2000 / 09,Queens,13,5827.7,887.5,832.3,,,,,4
1997 / 11,Queens,13,6290.2,768.3,522.9,,,,,4
2002 / 05,Queens,13,7213.5,848.4,895.7,,,,,4
2014 / 04,Queens,13,5506.5,532.6,604.0,,,,,4
1996 / 02,Queens,13,4675.7,519.2,399.6,,,,,4
1994 / 01,Queens,13,4596.7,446.0,395.3,,,,28.1,4
1999 / 08,Queens,13,6198.7,727.0,717.8,,,,,4
1995 / 10,Queens,13,6603.0,537.7,422.0,,,,,4
1992 / 12,Queens,13,5775.8,,,,,,,4
1992 / 10,Queens,13,5980.3,,,,,,,4
1991 / 11,Queens,13,6812.2,,,,,,,4
2000 / 06,Queens,13,7122.6,963.1,943.2,,,,,4
1992 / 09,Queens,13,6245.9,,,,,,,4
2000 / 05,Queens,13,7293.2,884.6,857.9,,,1329.4,,4
2001 / 09,Queens,13,5949.8,845.5,816.5,,,,,4
2015 / 07,Queens,13,6129.8,550.8,721.2,,,,,4
2017 / 09,Queens,13,5519.1,476.0,759.1,,,,,4
2017 / 10,Queens,13,5285.5,433.0,697.6,,,,,4
2015 / 09,Queens,13,5520.7,529.5,667.1,,,,,4
2020 / 05,Queens,13,6563.7,474.0,1065.8,19.3,,,,4
2020 / 09,Queens,13,6561.8,520.0,985.4,,,,,4
2019 / 09,Queens,13,5206.3,460.5,756.4,225.3,,,,4
2018 / 10,Queens,13,5292.3,488.4,771.7,351.7,,,,4
2021 / 03,Queens,13,5640.0,455.7,950.8,,,,,4
2017 / 12,Queens,13,4796.0,527.9,712.9,,,159.2,,4
1996 / 01,Bronx,09,4722.7,89.5,112.6,,,,8.9,2
1995 / 12,Bronx,09,4544.2,163.9,181.6,,,,,2
2003 / 09,Bronx,09,4951.2,163.1,,,,,,2
2013 / 06,Bronx,09,4245.6,201.5,242.9,,,,,2
2012 / 07,Bronx,09,4237.6,173.9,220.5,,,,,2
2003 / 05,Bronx,09,5312.9,178.2,,,,,,2
1999 / 06,Bronx,09,4699.3,203.4,345.4,,,,,2
2013 / 12,Bronx,09,3838.9,206.7,256.1,,,,,2
2003 / 06,Bronx,09,5316.7,182.5,,,,,,2
2008 / 02,Bronx,09,4309.0,182.3,189.8,,,,,2
2007 / 11,Bronx,09,4374.9,213.3,213.9,,,12.6,,2
1997 / 06,Bronx,09,4686.3,158.4,241.5,,,,,2
2000 / 09,Bronx,09,4489.9,226.8,366.5,,,,,2
2004 / 10,Bronx,09,4480.3,219.9,251.5,,,,,2
2011 / 01,Bronx,09,4811.0,187.3,228.4,,,,,2
2000 / 08,Bronx,09,4717.0,221.6,387.9,,,,,2
2008 / 10,Bronx,09,4666.5,210.2,240.2,,,,,2
2002 / 04,Bronx,09,4616.0,202.5,349.6,,,,,2
2003 / 01,Bronx,09,4715.7,166.3,,,,,,2
2004 / 01,Bronx,09,4262.2,151.1,,,,,9.8,2
1994 / 03,Bronx,09,4995.9,,,,,,,2
2006 / 01,Bronx,09,4427.5,195.7,219.3,,,,14.7,2
1993 / 08,Bronx,09,4947.9,75.1,82.3,,,,,2
2003 / 04,Bronx,09,4906.7,160.0,,,,,,2
1996 / 06,Bronx,09,4891.7,193.2,275.2,,,,,2
2008 / 01,Bronx,09,4752.0,201.7,228.4,,,,19.6,2
1995 / 02,Bronx,09,4289.4,145.0,189.3,,,,,2
2009 / 03,Bronx,09,4176.6,197.2,217.1,,,,,2
1999 / 10,Bronx,09,4309.2,195.0,290.8,,,,,2
2000 / 02,Bronx,09,3908.4,175.3,287.8,,,,,2
1992 / 10,Bronx,09,5230.8,,,,,,,2
2001 / 08,Bronx,09,4654.1,204.3,373.1,,,,,2
1991 / 09,Bronx,09,5144.9,,,,,,,2
2017 / 08,Bronx,09,4003.6,215.7,335.8,,,,,2
2017 / 09,Bronx,09,3820.2,199.4,321.2,,,,,2
2019 / 04,Bronx,09,3813.8,209.0,339.5,,,,,2
2021 / 05,Bronx,09,3926.9,270.1,411.8,,,,,2
1995 / 12,Staten Island,01,4225.4,778.0,386.9,,,302.4,,5
2006 / 06,Staten Island,01,7023.4,1001.5,672.9,,,,,5
2015 / 04,Staten Island,01,5332.6,603.5,559.0,61.9,,,,5
2004 / 03,Staten Island,01,6306.4,,,,,,,5
2013 / 04,Staten Island,01,5585.4,610.7,518.3,,,,,5
1994 / 10,Staten Island,01,5151.1,631.1,286.5,,,,,5
1996 / 07,Staten Island,01,5835.8,677.4,419.1,,,,,5
1993 / 01,Staten Island,01,4365.3,,,,,,,5
2007 / 08,Staten Island,01,6104.9,869.1,655.2,,,,,5
1995 / 07,Staten Island,01,5575.8,616.0,365.1,,,,,5
2005 / 07,Staten Island,01,6745.5,875.2,621.4,,,,,5
2012 / 10,Staten Island,01,5068.2,573.9,460.3,,,,,5
1996 / 09,Staten Island,01,5301.4,657.4,397.3,,,,,5
2007 / 02,Staten Island,01,4016.2,714.4,481.3,,,,,5
2004 / 11,Staten Island,01,6005.7,953.9,513.7,,,1383.4,,5
1994 / 05,Staten Island,01,5802.5,658.8,321.8,,,,,5
1997 / 06,Staten Island,01,5753.8,,452.5,,,,,5
1990 / 12,Staten Island,01,3883.6,,,,,,,5
2012 / 08,Staten Island,01,5515.6,619.4,554.8,,,,,5
2010 / 08,Staten Island,01,5479.7,630.6,517.4,,,,,5
2006 / 03,Staten Island,01,5474.8,879.8,585.7,,,,,5
1998 / 06,Staten Island,01,5902.3,,626.7,,,,,5
1998 / 07,Staten Island,01,5588.4,,633.5,,,,,5
1995 / 01,Staten Island,01,4623.2,565.0,317.2,,,,93.6,5
2009 / 09,Staten Island,01,5519.9,694.3,547.9,,,,,5
2009 / 10,Staten Island,01,5477.6,755.1,550.1,,,,,5
1997 / 04,Staten Island,01,5498.5,23.7,439.5,,,,,5
1998 / 10,Staten Island,01,5262.6,,585.6,,,,,5
1998 / 09,Staten Island,01,5629.1,,576.2,,,98.3,,5
2001 / 08,Staten Island,01,5545.3,,710.5,,,,,5
1991 / 09,Staten Island,01,4685.2,,,,,,,5
2000 / 06,Staten Island,01,6192.8,,692.2,,,,,5
1992 / 06,Staten Island,01,5964.8,,,,,,,5
2001 / 11,Staten Island,01,5053.0,,636.6,,,1027.7,,5
2010 / 12,Staten Island,01,3968.5,656.4,448.9,,,,,5
2017 / 07,Staten Island,01,5466.4,632.7,734.5,156.3,,,,5
2017 / 05,Staten Island,01,5719.4,654.8,722.8,198.3,,,,5
2018 / 08,Staten Island,01,5559.3,647.7,689.7,228.8,,,,5
2019 / 03,Staten Island,01,4515.4,572.0,616.8,83.5,,,,5
2018 / 05,Staten Island,01,5934.6,636.9,682.3,290.0,,,,5
2020 / 05,Staten Island,01,6495.4,651.4,925.8,12.3,,,,5
2018 / 03,Staten Island,01,4747.6,628.3,587.7,73.2,,,,5
2021 / 02,Staten Island,01,4009.7,480.9,563.4,,,,,5
2018 / 12,Staten Island,01,4993.5,729.0,648.2,227.6,,172.9,,5
2021 / 11,Staten Island,01,5935.9,566.7,649.3,,,,,5
2021 / 08,Staten Island,01,6146.0,607.5,727.8,,,,,5
1996 / 07,Staten Island,03,6171.9,865.4,495.7,,,,,5
1993 / 06,Staten Island,03,6721.9,,,,,,,5
1997 / 12,Staten Island,03,5458.3,,512.2,,,352.0,,5
1997 / 07,Staten Island,03,5897.8,,558.5,,,,,5
1996 / 08,Staten Island,03,5994.1,857.7,474.2,,,,,5
1991 / 03,Staten Island,03,4449.7,,,,,,,5
1999 / 02,Staten Island,03,4277.5,,492.3,,,,,5
1994 / 03,Staten Island,03,5151.2,1036.0,436.2,,,,,5
1991 / 05,Staten Island,03,6520.0,,,,,,,5
1994 / 01,Staten Island,03,4691.0,636.7,378.2,,,,92.6,5
1996 / 02,Staten Island,03,3928.8,1007.9,503.2,,,,,5
1995 / 08,Staten Island,03,5588.4,674.2,402.8,,,,,5
1999 / 07,Staten Island,03,5779.8,9.7,789.0,,,,,5
1992 / 08,Staten Island,03,5652.1,,,,,,,5
1991 / 10,Staten Island,03,5439.5,,,,,,,5
1991 / 09,Staten Island,03,5123.1,,,,,,,5
2006 / 08,Bronx,10,2829.3,446.7,284.2,,,,,2
2015 / 05,Bronx,10,2641.9,306.1,327.1,54.7,,,,2
2014 / 07,Bronx,10,2766.1,329.3,323.1,40.9,,,,2
2004 / 03,Bronx,10,2822.4,375.8,,,,,,2
2010 / 08,Bronx,10,2603.1,324.1,257.6,,,,,2
2010 / 02,Bronx,10,1871.0,254.6,203.0,,,,,2
2002 / 01,Bronx,10,2234.7,482.0,388.9,,,,29.5,2
1993 / 08,Bronx,10,2181.9,293.4,188.6,,,,,2
2008 / 10,Bronx,10,2723.2,399.5,281.4,,,,,2
1997 / 12,Bronx,10,2383.5,517.1,306.5,,,92.3,,2
1994 / 10,Bronx,10,2293.5,330.3,193.3,,,,,2
1994 / 11,Bronx,10,2351.7,332.8,183.7,,,,,2
1994 / 06,Bronx,10,2529.7,337.9,215.4,,,,,2
2007 / 11,Bronx,10,2656.2,469.6,273.2,,,127.0,,2
2010 / 09,Bronx,10,2612.6,364.6,270.8,,,,,2
1996 / 03,Bronx,10,2463.5,327.2,238.0,,,,,2
2008 / 06,Bronx,10,2824.5,396.2,284.7,,,,,2
2014 / 02,Bronx,10,1941.7,264.7,237.9,9.8,,,,2
1995 / 07,Bronx,10,2312.1,283.6,212.4,,,,,2
2007 / 12,Bronx,10,2687.5,491.3,251.8,,,,,2
1996 / 10,Bronx,10,2797.0,426.2,260.9,,,,,2
1992 / 02,Bronx,10,2700.9,,,,,,,2
2003 / 11,Bronx,10,2993.8,431.5,,,,,,2
1998 / 01,Bronx,10,2214.2,457.5,330.6,,,,49.4,2
2000 / 10,Bronx,10,2379.2,474.8,367.2,,,,,2
